t;x(t);v(t);F(t) (added)
25.38039;1.943871;-0.4514593;-194.3871
25.40039;1.934064;-0.4903367;-193.4064
25.42039;1.923484;-0.529018;-192.3484
25.44039;1.912134;-0.5674877;-191.2134
25.46039;1.900019;-0.6057304;-190.0019
25.48039;1.887145;-0.6437308;-188.7145
25.50039;1.873515;-0.6814737;-187.3515
25.52039;1.859136;-0.718944;-185.9136
25.54039;1.844014;-0.7561267;-184.4014
25.56039;1.828154;-0.793007;-182.8154
25.58039;1.811562;-0.8295701;-181.1562
25.6004;1.794246;-0.8658013;-179.4246
25.6204;1.776212;-0.9016862;-177.6212
25.6404;1.757468;-0.9372104;-175.7468
25.6604;1.738021;-0.9723598;-173.8021
25.6804;1.717879;-1.00712;-171.7879
25.7004;1.697049;-1.041478;-169.7049
25.7204;1.675541;-1.075419;-167.5541
25.7404;1.653362;-1.10893;-165.3362
25.7604;1.630522;-1.141997;-163.0522
25.7804;1.60703;-1.174607;-160.703
25.8004;1.582895;-1.206748;-158.2895
25.8204;1.558127;-1.238406;-155.8127
25.8404;1.532736;-1.269568;-153.2736
25.8604;1.506731;-1.300223;-150.6731
25.8804;1.480124;-1.330358;-148.0124
25.9004;1.452925;-1.35996;-145.2925
25.9204;1.425144;-1.389019;-142.5145
25.9404;1.396794;-1.417522;-139.6794
25.9604;1.367885;-1.445457;-136.7885
25.9804;1.338428;-1.472815;-133.8428
26.0004;1.308437;-1.499584;-130.8437
26.0204;1.277922;-1.525752;-127.7922
26.04041;1.246896;-1.551311;-124.6896
26.06041;1.215371;-1.576249;-121.5371
26.08041;1.183359;-1.600556;-118.3359
26.10041;1.150875;-1.624223;-115.0875
26.12041;1.11793;-1.647241;-111.793
26.14041;1.084538;-1.6696;-108.4538
26.16041;1.050712;-1.69129;-105.0712
26.18041;1.016466;-1.712304;-101.6466
26.20041;0.9818137;-1.732634;-98.18137
26.22041;0.9467683;-1.75227;-94.67683
26.24041;0.9113442;-1.771205;-91.13442
26.26041;0.8755556;-1.789432;-87.55556
26.28041;0.8394167;-1.806943;-83.94167
26.30041;0.802942;-1.823732;-80.2942
26.32041;0.7661462;-1.839791;-76.61462
26.34041;0.729044;-1.855114;-72.9044
26.36041;0.6916501;-1.869694;-69.16501
26.38041;0.6539795;-1.883527;-65.39796
26.40041;0.6160474;-1.896607;-61.60474
26.42041;0.5778688;-1.908928;-57.78688
26.44041;0.5394591;-1.920485;-53.94591
26.46041;0.5008336;-1.931275;-50.08336
26.48042;0.4620078;-1.941291;-46.20078
26.50042;0.4229972;-1.950531;-42.29972
26.52042;0.3838174;-1.958991;-38.38174
26.54042;0.344484;-1.966668;-34.4484
26.56042;0.3050129;-1.973557;-30.50129
26.58042;0.2654197;-1.979658;-26.54197
26.60042;0.2257204;-1.984966;-22.57204
26.62042;0.1859308;-1.98948;-18.59308
26.64042;0.1460668;-1.993199;-14.60668
26.66042;0.1061444;-1.99612;-10.61444
26.68042;0.06617954;-1.998243;-6.617954
26.70042;0.02618821;-1.999567;-2.618821
26.72042;-0.0138136;-2.000091;1.38136
26.74042;-0.05380989;-1.999814;5.380989
26.76042;-0.09378465;-1.998738;9.378465
26.78042;-0.1337219;-1.996862;13.37219
26.80042;-0.1736057;-1.994188;17.36057
26.82042;-0.21342;-1.990716;21.342
26.84042;-0.2531489;-1.986447;25.31489
26.86042;-0.2927766;-1.981385;29.27766
26.88042;-0.3322872;-1.975529;33.22872
26.90042;-0.3716649;-1.968883;37.16648
26.92043;-0.4108939;-1.96145;41.08939
26.94043;-0.4499585;-1.953232;44.99585
26.96043;-0.4888431;-1.944233;48.88432
26.98043;-0.5275323;-1.934456;52.75323
27.00043;-0.5660104;-1.923905;56.60104
27.02043;-0.6042621;-1.912585;60.4262
27.04043;-0.6422721;-1.9005;64.2272
27.06043;-0.6800252;-1.887654;68.00252
27.08043;-0.7175062;-1.874054;71.75063
27.10043;-0.7547003;-1.859704;75.47003
27.12043;-0.7915925;-1.84461;79.15925
27.14043;-0.828168;-1.828778;82.8168
27.16043;-0.8644123;-1.812214;86.44123
27.18043;-0.9003108;-1.794926;90.03108
27.20043;-0.9358492;-1.77692;93.58492
27.22043;-0.9710132;-1.758203;97.10133
27.24043;-1.005789;-1.738783;100.5789
27.26043;-1.040162;-1.718667;104.0162
27.28043;-1.07412;-1.697864;107.412
27.30043;-1.107647;-1.676382;110.7647
27.32043;-1.140732;-1.654229;114.0732
27.34044;-1.17336;-1.631414;117.336
27.36044;-1.205519;-1.607947;120.5519
27.38044;-1.237196;-1.583836;123.7196
27.40044;-1.268378;-1.559093;126.8378
27.42044;-1.299052;-1.533725;129.9052
27.44044;-1.329207;-1.507744;132.9207
27.46044;-1.35883;-1.48116;135.883
27.48044;-1.38791;-1.453983;138.791
27.50044;-1.416434;-1.426225;141.6434
27.52044;-1.444392;-1.397896;144.4392
27.54044;-1.471772;-1.369008;147.1772
27.56044;-1.498564;-1.339573;149.8564
27.58044;-1.524756;-1.309602;152.4756
27.60044;-1.550338;-1.279107;155.0338
27.62044;-1.5753;-1.2481;157.53
27.64044;-1.599632;-1.216594;159.9632
27.66044;-1.623324;-1.184601;162.3324
27.68044;-1.646367;-1.152135;164.6367
27.70044;-1.668751;-1.119207;166.8751
27.72044;-1.690467;-1.085832;169.0467
27.74044;-1.711508;-1.052023;171.1508
27.76044;-1.731864;-1.017793;173.1864
27.78045;-1.751527;-0.9831557;175.1527
27.80045;-1.770489;-0.9481251;177.0489
27.82045;-1.788743;-0.9127153;178.8743
27.84045;-1.806282;-0.8769404;180.6282
27.86045;-1.823099;-0.8408148;182.3099
27.88045;-1.839186;-0.8043528;183.9186
27.90045;-1.854537;-0.7675691;185.4537
27.92045;-1.869147;-0.7304784;186.9147
27.94045;-1.883008;-0.6930954;188.3008
27.96045;-1.896117;-0.6554353;189.6117
27.98045;-1.908467;-0.6175129;190.8467
28.00045;-1.920054;-0.5793436;192.0054
28.02045;-1.930873;-0.5409425;193.0873
28.04045;-1.94092;-0.5023251;194.092
28.06045;-1.95019;-0.4635067;195.019
28.08045;-1.95868;-0.4245029;195.868
28.10045;-1.966387;-0.3853293;196.6387
28.12045;-1.973307;-0.3460016;197.3307
28.14045;-1.979437;-0.3065355;197.9437
28.16045;-1.984776;-0.2669467;198.4776
28.18045;-1.989321;-0.2272512;198.9321
28.20045;-1.99307;-0.1874647;199.307
28.22046;-1.996022;-0.1476033;199.6022
28.24046;-1.998176;-0.1076829;199.8176
28.26046;-1.99953;-0.06771936;199.953
28.28046;-2.000085;-0.02772876;200.0085
28.30046;-1.99984;0.01227294;199.984
28.32046;-1.998794;0.05226973;199.8794
28.34046;-1.996949;0.09224561;199.6949
28.36046;-1.994306;0.1321846;199.4306
28.38046;-1.990864;0.1720707;199.0864
28.40046;-1.986627;0.211888;198.6626
28.42046;-1.981594;0.2516205;198.1594
28.44046;-1.975769;0.2912524;197.5769
28.46046;-1.969154;0.3307678;196.9154
28.48046;-1.961751;0.3701508;196.1751
28.50046;-1.953563;0.4093858;195.3563
28.52046;-1.944594;0.4484571;194.4594
28.54046;-1.934847;0.4873489;193.4847
28.56046;-1.924326;0.5260459;192.4326
28.58046;-1.913035;0.5645324;191.3035
28.60046;-1.900979;0.6027931;190.0979
28.62046;-1.888163;0.6408127;188.8163
28.64046;-1.874591;0.6785759;187.4591
28.66047;-1.86027;0.7160677;186.027
28.68047;-1.845205;0.7532731;184.5205
28.70047;-1.829401;0.7901772;182.9401
28.72047;-1.812866;0.8267652;181.2866
28.74047;-1.795605;0.8630226;179.5605
28.76047;-1.777627;0.8989347;177.7627
28.78047;-1.758937;0.9344872;175.8937
28.80047;-1.739544;0.9696659;173.9544
28.82047;-1.719454;1.004457;171.9454
28.84047;-1.698678;1.038846;169.8678
28.86047;-1.677221;1.072819;167.7221
28.88047;-1.655094;1.106364;165.5094
28.90047;-1.632305;1.139466;163.2305
28.92047;-1.608862;1.172112;160.8862
28.94047;-1.584777;1.204289;158.4776
28.96047;-1.560057;1.235985;156.0057
28.98047;-1.534713;1.267186;153.4713
29.00047;-1.508756;1.29788;150.8755
29.02047;-1.482194;1.328055;148.2194
29.04047;-1.45504;1.357699;145.504
29.06047;-1.427305;1.3868;142.7305
29.08047;-1.398998;1.415346;139.8997
29.10048;-1.370131;1.443326;137.0131
29.12048;-1.340716;1.470728;134.0717
29.14048;-1.310766;1.497543;131.0766
29.16048;-1.28029;1.523758;128.0291
29.18048;-1.249303;1.549364;124.9303
29.20048;-1.217816;1.57435;121.7816
29.22048;-1.185842;1.598706;118.5842
29.24048;-1.153394;1.622423;115.3394
29.26048;-1.120484;1.645491;112.0484
29.28048;-1.087126;1.667901;108.7126
29.30048;-1.053333;1.689643;105.3333
29.32048;-1.019119;1.71071;101.9119
29.34048;-0.9844971;1.731092;98.44971
29.36048;-0.9494814;1.750782;94.94814
29.38048;-0.914086;1.769772;91.4086
29.40048;-0.8783249;1.788053;87.83249
29.42048;-0.8422126;1.80562;84.22125
29.44048;-0.8057633;1.822464;80.57633
29.46048;-0.7689917;1.838579;76.89917
29.48048;-0.7319126;1.853959;73.19125
29.50048;-0.6945406;1.868598;69.45406
29.52048;-0.6568909;1.882488;65.68909
29.54049;-0.6189783;1.895626;61.89783
29.56049;-0.5808182;1.908006;58.08183
29.58049;-0.5424258;1.919622;54.24258
29.60049;-0.5038164;1.930471;50.38164
29.62049;-0.4650055;1.940547;46.50055
29.64049;-0.4260086;1.949847;42.60086
29.66049;-0.3868412;1.958367;38.68412
29.68049;-0.3475191;1.966104;34.75191
29.70049;-0.3080581;1.973054;30.80581
29.72049;-0.2684737;1.979216;26.84737
29.74049;-0.228782;1.984585;22.8782
29.76049;-0.1889988;1.989161;18.89988
29.78049;-0.14914;1.992941;14.914
29.80049;-0.1092216;1.995923;10.92216
29.82049;-0.06925941;1.998108;6.925941
29.84049;-0.02926955;1.999493;2.926955
29.86049;0.01073202;2.000078;-1.073202
29.88049;0.05072929;1.999864;-5.072929
29.90049;0.09070627;1.998849;-9.070627
29.92049;0.130647;1.997035;-13.0647
29.94049;0.1705354;1.994422;-17.05354
